NAICS,INJURY_CAUSE_CD,INJURY_NATURE_CD,median_amount_paid
811118,81,10,825.33
811118,81,40,2434.24
811118,81,52,241.8
811118,87,10,359.54
811118,87,25,243.31
811118,87,59,1154.83
811118,99,59,343.275
811121,1,4,13142.585
811121,1,73,86.28
811121,2,4,287.98
811121,6,59,99.45
811121,7,4,5021.79
811121,9,4,24183.71
811121,9,37,905.69
811121,10,10,7027.04
811121,10,28,9733.17
811121,10,43,783.29
811121,11,59,175.32
811121,12,10,237.65
811121,12,40,370.97
811121,12,59,154.88
811121,13,2,18071.11
811121,13,10,229.69
811121,13,28,735.94
811121,13,40,399.65
811121,15,40,544.96
811121,16,10,245.87
811121,16,40,376.975
811121,16,43,208.99
811121,16,52,101.86
811121,16,59,362.55
811121,17,10,191.59
811121,17,25,122.72
811121,17,34,6869.72
811121,17,37,3942.96
811121,17,40,365.9
811121,17,43,774.61
811121,18,28,1383.46
811121,18,40,745.175
811121,18,43,492.66
811121,19,7,1290.53
811121,19,25,510.595
811121,19,37,235.39
811121,19,40,393.39
811121,19,43,2790.59
811121,19,59,473.56
811121,25,10,254.31
811121,25,28,31983.3
811121,25,49,364.91
811121,25,59,1320.45
811121,26,10,27599.47
811121,26,28,2200.12
811121,26,49,433.35
811121,26,52,4881.585
811121,26,59,141.3
811121,27,28,1937.95
811121,27,52,2454.32
811121,27,59,212.03
811121,29,10,13412.675
811121,29,16,3672.54
811121,29,40,907.155
811121,29,49,1100.33
811121,29,52,2431.255
811121,29,59,2058.83
811121,29,90,24725.17
811121,30,10,153.45
811121,30,49,1732.96
811121,30,52,157.895
811121,31,10,1152.815
811121,31,28,2968.38
811121,31,40,1587.72
811121,31,49,591.66
811121,31,52,1806.92
811121,31,59,1008.86
811121,32,10,715.45
811121,32,16,1313.945
811121,32,28,674.17
811121,32,49,257.82
811121,32,52,322.81
811121,32,59,190.96
811121,32,90,973.06
811121,33,28,18613.56
811121,33,52,545.23
811121,45,52,4137.075
811121,45,59,13733.88
811121,46,40,3910.28
811121,46,90,15002.13
811121,50,1,3550.92
811121,50,13,4026.045
811121,50,40,13893.1
811121,50,52,3594.22
811121,53,34,993.76
811121,53,49,410.77
811121,53,52,957.005
811121,54,10,698.61
811121,55,52,413.555
811121,55,59,4156.43
811121,56,16,24822.88
811121,56,34,3007.63
811121,56,40,573.44
811121,56,49,1088.625
811121,56,52,2026.76
811121,56,59,740.99
811121,57,37,40583.36
811121,57,49,151.17
811121,57,52,915.48
811121,58,49,1799.77
811121,58,52,267.31
811121,59,10,307.92
811121,59,25,220.36
811121,59,28,14207.26
811121,59,37,8255.53
811121,59,40,28311.71
811121,59,49,7984.63
811121,59,52,23807.27
811121,59,78,2082.15
811121,60,40,51360.76
811121,60,49,1342.78
811121,60,52,760.78
811121,65,59,541.74
811121,66,7,20979.56
811121,66,10,295.31
811121,66,28,1053.61
811121,66,40,482.96
811121,66,90,370.34
811121,68,7,653.84
811121,68,10,1005.31
811121,68,37,633.79
811121,68,40,811.49
811121,68,52,238.71
811121,69,43,9197.02
811121,70,10,344.9
811121,70,28,1080.77
811121,70,40,425.27
811121,70,52,10828.02
811121,74,10,117.2
811121,75,7,6415.44
811121,75,10,308.01
811121,75,25,404.155
811121,75,28,741.4
811121,75,40,548.65
811121,75,43,1733.38
811121,75,52,1018.7
811121,75,59,121.25
811121,76,10,968.86
811121,76,28,997.49
811121,76,40,641.82
811121,76,52,758.02
811121,76,59,201.28
811121,77,7,8119.34
811121,78,7,1265.08
811121,78,28,823.95
811121,78,40,13968.41
811121,79,10,379.31
811121,79,13,1633.005
811121,79,28,372
811121,79,40,268.38
811121,79,43,332.75
811121,79,49,181.29
811121,79,52,1390.29
811121,79,59,449.42
811121,79,90,638.14
811121,81,7,48358.41
811121,81,10,968.995
811121,81,28,4298.37
811121,81,40,302.71
811121,81,52,2428.73
811121,82,1,446.18
811121,85,40,92.75
811121,87,4,164.315
811121,87,25,213.05
811121,87,37,89.77
811121,87,43,1683.11
811121,90,46,486.72
811121,90,59,202.22
811121,94,36,784.88
811121,95,25,81.3
811121,97,37,16046.28
811121,97,49,1093.68
811121,97,52,7144.59
811121,98,52,5983.015
811121,99,7,190.26
811121,99,25,63.42
811121,99,28,526.56
811121,99,31,89.77
811121,99,34,2225.86
811121,99,43,91.26
811121,99,49,105.85
811121,99,52,609.755
811121,99,59,398
811122,9,4,98.17
811122,10,13,3023.6
811122,12,10,285.71
811122,12,90,568.9
811122,13,10,577.07
811122,13,49,4551.76
811122,15,25,6123.69
811122,15,40,362.96
811122,15,43,176.355
811122,16,40,355.53
811122,16,43,420.22
811122,17,40,297.91
811122,17,59,256
811122,19,40,376.66
811122,19,43,1121.71
811122,19,59,434.68
811122,25,28,1035.5
811122,25,52,4750.02
811122,26,10,25502.02
811122,31,10,2604.045
811122,31,28,2857.29
811122,31,49,379.69
811122,31,52,278
811122,32,40,327.96
811122,32,52,9903.43
811122,32,59,462.14
811122,45,10,171.26
811122,45,49,7187.115
811122,45,52,468.25
811122,45,59,223.4
811122,50,49,442.4
811122,50,52,4617.2
811122,53,49,759.18
811122,53,52,1292.12
811122,53,90,294.89
811122,54,52,234.41
811122,55,49,273.98
811122,55,52,213.37
811122,56,37,19195.63
811122,56,49,603.02
811122,56,52,3893.545
811122,56,59,1173.22
811122,57,10,20203.13
811122,57,34,10355.84
811122,57,49,186.79
811122,57,52,866.945
811122,58,49,5111.775
811122,58,52,17351.285
811122,59,52,509.85
811122,60,28,451.89
811122,60,49,1782.33
811122,60,52,462.74
811122,66,40,471.6
811122,68,10,207.13
811122,68,40,779.71
811122,69,43,666.53
811122,70,40,563.05
811122,70,52,4306.28
811122,75,25,64.52
811122,75,40,305.21
811122,75,43,330.75
811122,77,10,2934.26
811122,79,10,727.95
811122,79,36,320.6
811122,79,40,738.82
811122,79,43,483.63
811122,79,90,9885.91
811122,81,40,15.58
811122,81,52,4760.25
811122,81,59,59492.22
811122,85,59,174.63
811122,87,25,354.23
811122,97,52,239.46
811122,97,59,10075.63
811122,99,49,1686.69
811191,1,4,536.4
811191,1,36,93.59
811191,2,4,843.79
811191,5,4,867.36
811191,10,28,1345.86
811191,10,40,1758.97
811191,11,4,160.46
811191,12,40,407.475
811191,13,2,285.38
811191,16,40,327.48
811191,18,59,163.3
811191,19,40,272
811191,19,43,1014.83
811191,25,59,6224.1
811191,28,10,1924.44
811191,30,52,15244.53
811191,31,10,3308.57
811191,31,52,3713.82
811191,31,90,10402.03
811191,32,52,234.95
811191,33,10,756.07
811191,50,10,244.2
811191,53,52,2151.15
811191,56,49,240.08
811191,56,52,2175.59
811191,60,52,2170.875
811191,68,40,1557.72
811191,68,52,259.39
811191,70,40,605.005
811191,75,10,2248.445
811191,75,28,296.69
811191,75,40,312.49
811191,76,10,708.62
811191,76,40,354.47
811191,80,10,298.78
811191,81,40,310.75
811191,87,25,226.11
811191,90,40,504.64
811192,1,4,694.485
811192,1,37,225.05
811192,2,4,974.535
811192,3,4,973.26
811192,4,4,72027.91
811192,10,2,5404.34
811192,10,10,3148.36
811192,10,28,7173.755
811192,10,49,208.71
811192,12,10,286.84
811192,13,10,363.905
811192,13,13,132.88
811192,13,28,1983.955
811192,16,40,405.32
811192,16,43,1494.57
811192,17,40,345.94
811192,17,43,502.9
811192,19,40,427.35
811192,19,43,436.52
811192,25,10,176.4
811192,25,49,19180.03
811192,25,52,576.055
811192,25,59,286.16
811192,26,28,21751.51
811192,26,40,306.14
811192,26,52,21517.62
811192,27,10,44039.965
811192,28,10,12475.145
811192,28,28,2349.6
811192,28,52,142.32
811192,29,10,16725.07
811192,29,28,22632.925
811192,29,49,28376.805
811192,29,52,219.93
811192,29,59,5882.48
811192,30,10,3571.31
811192,30,52,10322.66
811192,31,7,488.69
811192,31,10,1460.53
811192,31,52,907.19
811192,31,59,1074.88
811192,32,7,172.75
811192,32,28,73805.39
811192,32,52,5706.41
811192,32,59,12112.76
811192,45,52,7941.93
811192,45,59,259.47
811192,46,1,368.86
811192,46,7,1709.84
811192,50,28,4543.795
811192,53,49,57892.54
811192,53,52,1429.435
811192,55,59,389.49
811192,56,52,3122.62
811192,56,59,106.44
811192,57,34,2638.81
811192,57,49,10609.4
811192,57,52,188.85
811192,58,52,1518.97
811192,59,52,7904.47
811192,60,10,130.82
811192,60,28,1308.93
811192,60,49,482.865
811192,60,52,4097.14
811192,68,10,405.74
811192,68,49,9521.86
811192,68,52,1281.4
811192,75,10,1525.09
811192,75,59,61.53
811192,76,10,125.115
811192,77,10,1396.01
811192,77,13,881.81
811192,77,28,6043.29
811192,77,52,232.69
811192,77,59,950.19
811192,79,7,2475.74
811192,79,10,194.615
811192,80,10,161.46
811192,81,10,758.64
811192,82,25,9067.96
811192,85,43,1677.29
811192,87,25,285.15
811192,94,52,7208.48
811192,97,52,11722.94
811192,97,59,373.37
811192,99,10,765.535
811192,99,32,780.26
811192,99,40,6063.35
811192,99,43,396.86
811192,99,59,1663.675
811192,99,90,157.67
811198,2,4,489.21
811198,7,4,388.88
811198,9,1,571.38
811198,10,40,983.28
811198,10,52,1608.21
811198,13,10,10293.17
811198,13,28,3912.54
811198,16,40,1371.67
811198,16,43,704.35
811198,17,37,182.22
811198,17,40,333.69
811198,18,43,787.42
811198,18,49,1098.2
811198,19,40,631.34
811198,29,52,8999.1
811198,32,7,1483.38
811198,45,52,32199.66
811198,46,28,17049.91
811198,50,7,29700.96
811198,53,49,212.42
811198,53,52,4077.22
811198,54,49,1051.27
811198,55,52,0
811198,56,52,1058.2
811198,57,52,0
811198,58,52,360.36
811198,60,52,22487.18
811198,68,40,220.5
811198,75,10,261.25
811198,75,40,466.59
811198,77,10,2309.33
811198,77,49,31043.88
811198,81,7,1935.11
811198,87,25,252.705
811198,97,52,18
811198,99,36,21869.34
811211,1,1,92.55
811211,12,13,429.77
811211,15,43,246.79
811211,16,40,190.77
811211,19,25,195.11
811211,19,40,159.11
811211,19,43,258.73
811211,26,49,45.94
811211,29,10,7149.97
811211,29,28,996.97
811211,29,49,3858.63
811211,30,52,3009.91
811211,31,49,27512.295
811211,31,52,4645.645
811211,32,10,227.58
811211,32,49,432.61
811211,32,52,227.1
811211,33,40,243.63
811211,53,52,1574.855
811211,55,49,1167.46
811211,55,52,1731.22
811211,56,52,1325.68
811211,58,16,288.72
811211,58,52,2248.95
811211,59,52,271.19
811211,60,49,138.27
811211,61,52,6158.66
811211,68,7,0
811211,68,10,29776.81
811211,68,52,832.24
811211,68,59,875.03
811211,79,28,585.61
811211,79,40,330.72
811211,85,37,160.48
811211,87,25,306.565
811211,87,59,115.64
811211,97,49,317.425
811211,97,52,2139.76
811211,97,78,275.51
811212,12,28,45.96
811212,13,13,171.39
811212,13,40,258.96
811212,17,40,1006.64
811212,25,10,1200.07
811212,25,28,38078.93
811212,26,52,14809.375
811212,29,52,647.365
811212,30,49,88.26
811212,30,52,8657.28
811212,32,49,859.27
811212,32,52,43856.15
811212,45,7,505.7
811212,45,28,26223.87
811212,46,52,251.97
811212,48,10,723.21
811212,48,90,29184.54
811212,50,40,49758.08
811212,53,52,2189.965
811212,56,52,4068.3
811212,57,37,1516.24
811212,57,52,1825.39
811212,60,49,321.45
811212,60,52,5966.645
811212,66,40,333.66
811212,68,40,1154.84
811212,69,40,2328.15
811212,75,40,1804.9
811212,77,59,71205.32
811212,79,28,846.175
811212,85,52,2114.85
811212,87,25,235.985
811213,1,68,328.63
811213,15,40,71.98
811213,16,40,585.44
811213,17,40,385.77
811213,17,43,164.12
811213,31,52,58450.69
811213,45,52,516.62
811213,56,34,4047
811213,85,43,68.62
811219,10,10,541.38
811219,16,40,468.68
811219,17,43,175.58
811219,19,10,95.23
811219,19,40,512.1
811219,19,47,17801.65
811219,26,10,2025.86
811219,28,90,2975.14
811219,30,52,839.89
811219,31,10,1002.66
811219,31,59,1752.22
811219,33,52,475.78
811219,45,28,19841.28
811219,45,40,8703.93
811219,45,52,154.05
811219,46,1,615.27
811219,50,52,12357.73
811219,53,49,7516.9
811219,55,52,14583.555
811219,56,16,157.65
811219,56,37,276.3
811219,56,49,1769.12
811219,56,52,6117.44
811219,56,59,5478.46
811219,57,52,71011.4
811219,60,49,733.97
811219,60,52,6989.88
811219,75,10,44.16
811219,79,10,244.24
811219,99,37,170.26
811219,99,59,134.92
811310,1,4,4644.22
811310,2,4,1608.91
811310,4,4,405.905
811310,5,4,738.25
811310,7,4,1106.485
811310,7,59,749.63
811310,7,70,70.32
811310,9,4,106.39
811310,9,10,556.19
811310,9,13,12987.58
811310,10,2,5402.57
811310,10,10,2143.1
811310,10,13,6628.065
811310,10,28,1466.32
811310,10,40,335.23
811310,10,43,404.17
811310,10,59,24151.55
811310,12,10,538.885
811310,12,13,863.99
811310,12,28,1618.725
811310,12,37,4894.58
811310,12,40,1377.78
811310,12,43,105.71
811310,12,52,52528.71
811310,12,59,293.54
811310,12,90,5953.03
811310,13,10,300.92
811310,13,13,2683.97
811310,13,28,4897.13
811310,13,40,521.285
811310,13,52,561.41
811310,13,90,568.47
811310,16,40,345.135
811310,16,43,344.685
811310,17,25,597.33
811310,17,40,659.59
811310,17,43,375.67
811310,17,49,151.37
811310,18,13,6076.81
811310,18,40,503.285
811310,18,43,1848.06
811310,19,25,547.75
811310,19,28,3522.795
811310,19,40,678.28
811310,19,43,306.32
811310,19,59,151.21
811310,19,90,423.18
811310,25,10,1451.87
811310,25,28,13854.36
811310,25,37,1442.95
811310,25,40,978.81
811310,25,49,372.75
811310,25,52,72481.87
811310,25,59,375.38
811310,25,90,12014.24
811310,26,10,5935.74
811310,26,28,9473.965
811310,26,37,805.55
811310,26,40,15645.525
811310,26,49,429.66
811310,26,52,3923.855
811310,26,59,36198.08
811310,26,90,389.27
811310,27,10,1263.71
811310,27,49,2131.34
811310,27,52,16547.72
811310,28,59,852.68
811310,28,90,17625.53
811310,29,10,3194.53
811310,29,16,38573.09
811310,29,28,4905.815
811310,29,49,830.725
811310,29,52,1180.81
811310,29,59,2107.65
811310,31,10,653.31
811310,31,28,2490.25
811310,31,37,1308.06
811310,31,40,443.39
811310,31,49,1286.62
811310,31,52,1438.125
811310,31,90,18493.82
811310,32,7,929.7
811310,32,10,211.41
811310,32,28,3076.71
811310,32,37,30423.73
811310,32,49,4551.92
811310,32,52,1330.02
811310,33,10,1987.76
811310,33,28,2022.46
811310,33,49,293.89
811310,33,52,1645.96
811310,45,10,1148.615
811310,45,40,1039.71
811310,45,52,839.78
811310,45,90,237.5
811310,46,49,1514.25
811310,50,10,4364.92
811310,50,52,822.52
811310,50,59,1083.06
811310,53,28,2319.97
811310,53,49,833.205
811310,53,52,3571.45
811310,53,59,195.21
811310,54,49,1723.26
811310,55,49,350.56
811310,55,52,3069.535
811310,56,34,5398.955
811310,56,49,205.91
811310,56,52,889.615
811310,56,59,4228.025
811310,57,34,13926.69
811310,57,37,240.75
811310,57,49,488.35
811310,57,52,3041.82
811310,58,52,1242.63
811310,59,28,265.5
811310,59,52,2060.12
811310,59,59,1235.94
811310,60,10,30128.52
811310,60,28,5295.83
811310,60,34,922.05
811310,60,37,2771.875
811310,60,49,498.91
811310,60,52,1076.91
811310,60,68,112.04
811310,65,10,269.08
811310,65,40,1301.665
811310,65,43,537.8
811310,66,2,56754.67
811310,66,10,1534.18
811310,66,13,666.88
811310,66,28,753.38
811310,67,40,191.82
811310,68,4,251.6
811310,68,10,651.66
811310,68,28,204.08
811310,68,37,6238.58
811310,68,40,716.93
811310,68,49,930.88
811310,68,59,2113.81
811310,69,40,310.08
811310,70,10,337.72
811310,70,28,1078.45
811310,70,40,354.67
811310,70,59,3706.36
811310,74,10,1174.52
811310,75,10,1148.85
811310,75,13,2220.8
811310,75,25,219.345
811310,75,28,3003.485
811310,75,37,382.85
811310,75,40,602.755
811310,75,43,4265.815
811310,75,59,164.23
811310,76,2,2288.22
811310,76,10,338.11
811310,76,28,5181.56
811310,76,40,438.66
811310,76,52,932.05
811310,76,59,1074.06
811310,76,90,2988.03
811310,77,49,728.675
811310,77,52,692.23
811310,77,90,6004.59
811310,78,10,1357.35
811310,78,13,10056.49
811310,78,90,7698.37
811310,79,10,1507.36
811310,79,25,101.31
811310,79,28,41137.825
811310,79,37,134.75
811310,79,40,925.38
811310,79,52,245.59
811310,79,59,555.04
811310,80,40,667.16
811310,81,10,1485
811310,81,28,11037.08
811310,81,36,301.755
811310,81,40,238.36
811310,81,43,824.62
811310,81,47,546.65
811310,81,59,3655.84
811310,81,90,3476.37
811310,82,4,106.73
811310,82,66,100.13
811310,84,19,31732.01
811310,85,37,93.22
811310,85,68,386.21
811310,87,25,190.94
811310,87,37,168.555
811310,90,40,25795.64
811310,90,59,9784.435
811310,97,37,24693.57
811310,97,52,408.2
811310,98,59,555.19
811310,99,36,249.91
811310,99,37,389.04
811310,99,40,698.345
811310,99,49,15921.68
811310,99,52,3765.585
811310,99,59,503.455
811310,99,71,598.13
811310,99,90,1474.61
811411,53,49,292.3
811411,57,52,88.7
811411,59,10,246.68
811411,75,10,247.53
811411,75,40,15413.97
811412,9,4,482.02
811412,16,40,289.85
811412,17,40,306.3
811412,19,40,1251.08
811412,29,59,128.07
811412,32,52,1716.37
811412,45,52,3299.03
811412,50,90,452.1
811412,56,52,408.02
811412,57,52,8784.25
811412,60,52,26419.22
811412,79,37,1332.42
811412,79,49,12527.45
811412,99,40,212.44
811420,13,13,75.53
811420,25,49,13328.78
811420,31,10,519.78
811420,31,28,11197.97
811420,56,16,23403.84
811420,56,52,3634.895
811420,60,52,2582.58
811420,75,28,483.61
811490,12,40,9658.29
811490,12,49,227.73
811490,13,28,607.89
811490,16,40,950.175
811490,17,40,256.63
811490,25,10,12739.12
811490,25,59,1344.69
811490,29,90,2696.375
811490,50,52,3479.07
811490,54,52,16769.61
811490,56,52,16525.57
811490,57,49,639.38
811490,58,52,8621.34
811490,59,52,364.26
811490,60,52,4332.5
811490,65,10,331.35
811490,66,10,396.21
811490,78,49,259.63
811490,87,25,840.63
811490,97,78,450.59
812111,15,40,569.98
812111,16,40,249.405
812111,17,40,116.43
812111,19,40,249.39
812111,29,10,258.02
812111,31,49,322.18
812111,60,52,19317.52
812111,90,40,96.32
812111,97,52,4973.59
812112,1,4,441.925
812112,2,4,186.255
812112,9,52,730
812112,12,40,303.53
812112,13,10,183.66
812112,13,13,387.03
812112,15,40,304.93
812112,16,40,302.69
812112,17,40,381.73
812112,19,40,193.055
812112,25,10,686.165
812112,25,16,32073.24
812112,25,28,3446.05
812112,25,52,389.34
812112,26,7,3494.26
812112,26,10,1157.825
812112,27,10,560.97
812112,27,28,18319.38
812112,29,7,101.42
812112,29,10,749.51
812112,29,28,149.74
812112,29,37,12825.9
812112,29,49,1125.29
812112,29,52,3597.345
812112,29,90,4796.005
812112,30,10,7456.17
812112,30,28,47589
812112,30,52,1001.345
812112,31,10,396.11
812112,31,28,26833.835
812112,31,49,298.175
812112,31,52,462.67
812112,31,59,678.57
812112,31,90,4197.32
812112,32,10,1564.06
812112,32,28,2015.98
812112,32,40,776.1
812112,32,90,50914.5
812112,33,10,302.94
812112,33,49,376.77
812112,33,52,2288.4
812112,33,59,4032.19
812112,33,90,5903.9
812112,53,52,1025.7
812112,55,49,1837.43
812112,55,52,146.26
812112,56,52,4708.04
812112,57,52,2814.33
812112,58,52,1829.18
812112,59,49,828.52
812112,60,10,67.98
812112,60,49,8150.15
812112,60,52,480.215
812112,60,59,4908.54
812112,68,7,1110.42
812112,68,10,304.235
812112,68,28,1363.85
812112,68,37,352.12
812112,68,59,13308.61
812112,74,10,52535.06
812112,74,28,150.32
812112,74,52,6424.08
812112,75,7,1308.43
812112,75,10,1982.15
812112,75,13,275.64
812112,75,40,245.83
812112,75,43,282.83
812112,75,59,156.71
812112,76,52,56482.86
812112,80,7,11395.17
812112,80,13,218.54
812112,81,10,2592.165
812112,84,19,1105.36
812112,87,25,143.3
812112,90,37,428.18
812112,90,91,0
812112,94,78,2806.11
812112,97,37,1138.43
812112,97,52,3715.255
812112,97,78,18390.425
812112,99,4,119.94
812112,99,10,784.88
812113,15,40,1637.62
812113,81,90,22937.84
812113,87,25,131.68
812191,32,59,269.35
812191,57,52,814.41
812191,58,52,113.61
812199,2,4,103.14
812199,5,4,40137.59
812199,15,40,1226.46
812199,17,40,2146.88
812199,19,40,586.01
812199,25,49,642.75
812199,29,10,142.025
812199,29,28,6115.58
812199,29,52,3654.61
812199,29,90,7314.63
812199,31,37,232.98
812199,31,52,14058.35
812199,32,59,3002.66
812199,46,90,378.17
812199,56,52,773.95
812199,58,52,121.25
812199,60,16,1415.9
812199,60,37,9872.46
812199,60,52,670.42
812199,68,40,165.63
812199,74,52,164.4
812199,75,7,4034.36
812199,75,10,215.39
812199,81,10,950.51
812199,85,43,735.43
812199,97,52,300.685
812199,97,78,403.17
812199,99,49,1621.14
812199,99,52,6730.65
812210,12,13,170.81
812210,12,28,493
812210,12,43,5372.16
812210,13,28,454.26
812210,13,43,110.09
812210,16,43,1149.135
812210,16,59,752.36
812210,17,40,203.685
812210,18,40,262.42
812210,19,40,493.02
812210,19,43,3778.8
812210,19,59,116.13
812210,25,43,930.28
812210,25,52,650.66
812210,26,90,6543.47
812210,27,52,275.17
812210,29,10,222.76
812210,29,28,6055.77
812210,29,49,6563.61
812210,29,52,984.94
812210,29,90,2891.55
812210,29,91,21738.16
812210,30,28,2979
812210,31,28,11173.97
812210,31,52,364.345
812210,32,10,746.94
812210,32,28,17589.21
812210,32,49,20145.43
812210,32,52,1466.41
812210,33,10,63218.73
812210,33,28,980.41
812210,45,7,6368.265
812210,45,28,1137.49
812210,45,31,3377.99
812210,45,40,25459.12
812210,45,52,927.36
812210,45,59,277.63
812210,50,10,113.61
812210,50,90,606.01
812210,55,52,7454.64
812210,56,46,12814.42
812210,56,49,3061.35
812210,56,52,1215.62
812210,57,49,404.65
812210,58,52,285.86
812210,60,52,950.97
812210,65,10,104.63
812210,66,43,368.23
812210,68,10,1410.96
812210,75,10,260.47
812210,75,40,588.49
812210,79,10,846.36
812210,79,28,378.27
812210,79,40,271.57
812210,80,10,2384.13
812210,81,40,241.21
812210,81,52,1399.13
812210,82,37,535.38
812210,82,73,16.61
812210,85,16,16217.53
812210,87,25,493.51
812210,90,52,1458.82
812210,97,52,447.3
812210,99,28,42169.04
812210,99,49,117.88
812220,2,4,278.91
812220,3,32,567.22
812220,4,4,3590.84
812220,7,4,380.35
812220,9,80,2273.89
812220,10,10,378.52
812220,10,13,12120.06
812220,12,10,442.2
812220,12,13,334.24
812220,13,10,1383.555
812220,13,40,667.92
812220,13,59,11788.29
812220,16,49,1823.2
812220,17,40,523.49
812220,18,40,396.8
812220,19,40,722.56
812220,19,59,157.93
812220,20,52,280.57
812220,25,28,4337.29
812220,25,52,867.9
812220,26,52,543.7
812220,27,52,56190.44
812220,28,10,913.14
812220,28,49,492.8
812220,28,52,1483.75
812220,28,59,6866.75
812220,29,10,4921.76
812220,29,28,8112.02
812220,29,49,5020.915
812220,29,52,1409.73
812220,29,59,7866.415
812220,30,49,676.25
812220,31,10,455.39
812220,31,16,63864.61
812220,31,28,1298.83
812220,31,43,256.04
812220,31,49,419.955
812220,31,59,21109.73
812220,31,90,625.21
812220,32,10,2076.08
812220,32,52,1205.445
812220,33,10,2790.87
812220,33,37,33433.45
812220,33,40,620.07
812220,33,52,298.85
812220,33,59,19687.69
812220,45,28,3104.325
812220,45,49,12318.71
812220,45,52,727.74
812220,45,59,19358.28
812220,50,52,491.83
812220,53,16,7474.43
812220,53,46,26904.58
812220,53,49,818.23
812220,53,52,5372.4
812220,53,59,421.415
812220,54,52,333.2
812220,55,52,208.85
812220,55,59,3936.64
812220,56,49,2772.61
812220,56,52,1376.94
812220,56,59,398.145
812220,57,49,314.31
812220,57,52,4020.42
812220,58,52,181.5
812220,59,28,10532.4
812220,59,52,571.64
812220,60,28,857.34
812220,60,37,2679.82
812220,60,52,3207.105
812220,66,10,389.03
812220,68,10,923.69
812220,68,40,205.69
812220,68,52,4641.67
812220,69,10,941.93
812220,70,10,288.265
812220,74,28,1334.3
812220,75,10,372.68
812220,75,37,389.88
812220,75,40,711.68
812220,75,59,198.09
812220,76,10,331.795
812220,76,28,371.97
812220,77,90,838.3
812220,78,40,626.73
812220,79,10,369.665
812220,79,13,2591.205
812220,79,28,54795.99
812220,79,40,499
812220,79,58,3077.23
812220,81,10,873.205
812220,81,28,6894.02
812220,82,37,241.735
812220,85,25,8822.93
812220,85,37,2883.515
812220,85,43,237
812220,87,25,282.77
812220,95,59,371.24
812220,97,52,7188.11
812310,19,43,603.04
812310,29,28,76859.99
812310,31,59,1442.5
812310,32,10,35394.71
812310,32,52,1181.11
812310,33,52,3849.71
812310,33,59,122.23
812310,45,52,8212.12
812310,56,52,577.49
812310,57,34,391.61
812310,57,52,626.76
812310,87,25,133.71
812310,97,52,2489.12
812310,98,49,556.63
812320,2,4,1163.28
812320,12,43,1015.39
812320,25,10,11076.44
812320,25,49,857.19
812320,25,52,1271.94
812320,27,49,101.65
812320,29,7,551.97
812320,29,10,2919.71
812320,29,28,558.41
812320,31,28,5922.81
812320,31,40,270.51
812320,31,49,326.62
812320,31,59,20332.93
812320,32,49,120.92
812320,45,28,3056.14
812320,46,43,538.59
812320,50,10,40835.8
812320,50,59,36916.92
812320,55,49,70.19
812320,56,52,1461.175
812320,57,52,7928.23
812320,58,52,2043.58
812320,59,52,165.77
812320,60,52,5906.705
812320,68,28,1551
812320,68,59,665.59
812320,75,7,3176.11
812320,75,40,1478.42
812320,77,10,913.92
812320,78,47,787.77
812320,78,59,152.8
812320,80,10,12233.84
812320,81,10,218.59
812320,85,25,186.53
812320,87,25,6152.49
812320,97,52,7980.79
812320,97,78,3780.43
812331,2,4,108.99
812331,5,4,30070.99
812331,10,4,1601.45
812331,10,10,869.8
812331,10,43,312.26
812331,10,49,5972.07
812331,12,10,568.08
812331,12,40,811.2
812331,12,43,143.43
812331,12,47,2503.03
812331,12,49,368.88
812331,12,52,12214.78
812331,12,59,910.42
812331,13,10,974.28
812331,13,13,1507.445
812331,13,43,189.01
812331,13,59,619.7
812331,15,40,223.66
812331,16,40,280.25
812331,17,40,2111.08
812331,19,25,295.57
812331,19,40,1246.22
812331,19,43,389.47
812331,25,10,1108.08
812331,25,49,1898.52
812331,25,52,503.57
812331,26,10,80.53
812331,27,49,6293.85
812331,27,52,1444.84
812331,27,90,110.85
812331,28,10,368.845
812331,28,52,1026.11
812331,29,10,2546.07
812331,29,28,753.54
812331,29,52,296.48
812331,29,53,126.04
812331,29,90,2876.95
812331,30,10,117.19
812331,30,28,5211.63
812331,30,49,157.41
812331,30,52,2484.56
812331,31,7,147.61
812331,31,10,936.42
812331,31,49,310.075
812331,31,59,43923.51
812331,32,10,717.3
812331,32,16,454.63
812331,32,28,45329.96
812331,32,49,5169.38
812331,32,52,408.69
812331,33,10,781.835
812331,33,49,75.59
812331,45,52,2315.555
812331,46,10,285.815
812331,46,49,2819.98
812331,50,1,93.11
812331,50,28,1313.3
812331,50,40,1859.74
812331,53,34,6465.73
812331,53,49,269.72
812331,53,52,1277.63
812331,55,34,4377.93
812331,55,49,1149.41
812331,55,52,1136.29
812331,56,34,1450.23
812331,56,37,406.66
812331,56,49,10424.22
812331,56,52,624.345
812331,57,1,222.24
812331,57,10,747.05
812331,57,34,2777.2
812331,57,37,7678.91
812331,57,46,550.77
812331,57,49,688.35
812331,57,52,1087.595
812331,58,49,6018.72
812331,58,52,434.32
812331,59,40,1394.53
812331,60,49,288.72
812331,60,52,2571
812331,60,90,1109.01
812331,61,49,1979.8
812331,65,10,1253.71
812331,66,10,183.55
812331,66,37,515.1
812331,66,40,12459.19
812331,66,52,3238.58
812331,68,10,472.905
812331,68,28,436.42
